Nombre,Cargo,Empresa,Fecha Nombramiento,% Derechos Voto,via
"TRUEBA CORTES, EDUARDO",CONSEJERO,"RENTA 4 BANCO, S.A.",29/07/2007,0.066,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-82473018
"URETA DOMINGO, JUAN CARLOS",PRESIDENTE-CONSEJERO DELEGADO,"RENTA 4 BANCO, S.A.",20/08/1999,49.251,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-82473018
"ALONSO RUIZ-OJEDA, JAVIER",CONSEJERO,"BOLSAS Y MERCADOS ESPAÑOLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.",21/09/2006,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-83246314
"ALVAREZ ALVAREZ, JOSE ANTONIO",CONSEJERO,"BOLSAS Y MERCADOS ESPAÑOLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.",21/09/2006,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-83246314
"BARREIRO HERNANDEZ, JOSE",VICEPRESIDENTE 1º,"BOLSAS Y MERCADOS ESPAÑOLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.",25/07/2007,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-83246314
"BENJUMEA CABEZA DE VACA, IGNACIO",CONSEJERO,"BOLSAS Y MERCADOS ESPAÑOLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.",14/07/2006,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-83246314
"CUERVO GARCIA, JOSE ALVARO",CONSEJERO,"BOLSAS Y MERCADOS ESPAÑOLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.",14/07/2006,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-83246314
"FORERO CALDERON, PABLO",CONSEJERO,"BOLSAS Y MERCADOS ESPAÑOLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.",30/04/2013,n/d,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-83246314
"GARCIA GARCIA, ROSA MARIA",CONSEJERO,"BOLSAS Y MERCADOS ESPAÑOLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.",24/09/2009,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-83246314
"HORTALA ARAU, JOAN",CONSEJERO,"BOLSAS Y MERCADOS ESPAÑOLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.",14/07/2006,0.001,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-83246314
"LAISECA ASLA, RICARDO",CONSEJERO,"BOLSAS Y MERCADOS ESPAÑOLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.",25/07/2007,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-83246314
"LANNOO , KAREL",CONSEJERO,"BOLSAS Y MERCADOS ESPAÑOLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.",14/07/2006,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-83246314
"MATO GARCIA-ANSORENA, RAMIRO",CONSEJERO,"BOLSAS Y MERCADOS ESPAÑOLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.",14/07/2006,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-83246314
"MUNIESA ARANTEGUI, TOMAS",VICEPRESIDENTE 2º,"BOLSAS Y MERCADOS ESPAÑOLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.",30/04/2013,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-83246314
"OLIVENCIA RUIZ, MANUEL",CONSEJERO,"BOLSAS Y MERCADOS ESPAÑOLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.",14/07/2006,0.002,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-83246314
"PRAT RODRIGO, MARGARITA",VICEPRESIDENTE 3º,"BOLSAS Y MERCADOS ESPAÑOLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.",30/04/2013,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-83246314
"ZOIDO MARTINEZ, ANTONIO",PRESIDENTE,"BOLSAS Y MERCADOS ESPAÑOLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.",14/07/2006,0.001,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-83246314
"ASTURIANA DE ADMINISTRACION DE VALORES MOBILIARIOS, S.L.",CONSEJERO,"GENERAL DE ALQUILER DE MAQUINARIA, S.A.",12/06/2006,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-83443556
"CATAVI, S.L.",CONSEJERO,"GENERAL DE ALQUILER DE MAQUINARIA, S.A.",26/05/2009,5.201,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-83443556
"FERNANDEZ PEREZ, PEDRO LUIS",PRESIDENTE-CONSEJERO DELEGADO,"GENERAL DE ALQUILER DE MAQUINARIA, S.A.",12/06/2006,10.240,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-83443556
GRUPO CORPORATIVO EMPRESARIAL DE LA CAJA DE AHORROS Y M. PIEDAD DE NAVARRA,CONSEJERO,"GENERAL DE ALQUILER DE MAQUINARIA, S.A.",24/06/2009,9.326,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-83443556
"HINOJOSA POCH, GONZALO",CONSEJERO,"GENERAL DE ALQUILER DE MAQUINARIA, S.A.",20/09/2006,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-83443556
"MARTINEZ MARQUEZ, LORENZO JOSE",CONSEJERO,"GENERAL DE ALQUILER DE MAQUINARIA, S.A.",31/07/2006,0.063,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-83443556
"METOTEC, S.L.",CONSEJERO,"GENERAL DE ALQUILER DE MAQUINARIA, S.A.",25/07/2007,8.728,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-83443556
"MORRAL HOSPITAL, JORGE MARIO",CONSEJERO,"GENERAL DE ALQUILER DE MAQUINARIA, S.A.",12/06/2006,0.022,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-83443556
"PUENTE COSTALES, CARLOS",CONSEJERO,"GENERAL DE ALQUILER DE MAQUINARIA, S.A.",12/06/2006,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-83443556
"TEJUCA ALVAREZ, CAROLINA",CONSEJERO,"GENERAL DE ALQUILER DE MAQUINARIA, S.A.",18/06/2013,n/d,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-83443556
"AZPILICUETA FERRER, MANUEL",CONSEJERO,"SOLARIA ENERGIA Y MEDIOAMBIENTE, S.A.",19/06/2007,0.050,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-83511501
"CORPORACION ARDITEL, S.L.U.",VICEPRESIDENTE 1º,"SOLARIA ENERGIA Y MEDIOAMBIENTE, S.A.",21/12/2011,0.025,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-83511501
"DIAZ-TEJEIRO GUTIERREZ, ENRIQUE",PRESIDENTE,"SOLARIA ENERGIA Y MEDIOAMBIENTE, S.A.",19/06/2007,0.710,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-83511501
"INVERSIONES MIDITEL, S.L.U.",VICEPRESIDENTE 2º,"SOLARIA ENERGIA Y MEDIOAMBIENTE, S.A.",21/12/2011,0.001,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-83511501
"SAGARDOY DE SIMON, IÑIGO",CONSEJERO,"SOLARIA ENERGIA Y MEDIOAMBIENTE, S.A.",19/06/2007,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-83511501
"BOIREAU , CHRISTIAN",CONSEJERO,"AMADEUS IT HOLDING, S.A.",29/04/2010,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-84236934
"BOURIGEAUD , BERNARD ANDRE JOSEPH",CONSEJERO,"AMADEUS IT HOLDING, S.A.",06/05/2010,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-84236934
"BUSCH , ROLAND HEINRICH",CONSEJERO,"AMADEUS IT HOLDING, S.A.",01/07/2013,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-84236934
"DE LA DEHESA ROMERO, GUILLERMO",VICEPRESIDENTE,"AMADEUS IT HOLDING, S.A.",24/02/2011,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-84236934
"DUPUY DE LOME CHAVARRI, ENRIQUE",CONSEJERO,"AMADEUS IT HOLDING, S.A.",29/04/2010,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-84236934
"FURSE , CLARA",CONSEJERO,"AMADEUS IT HOLDING, S.A.",29/04/2010,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-84236934
"GOURGEON , PIERRE-HENRY",CONSEJERO,"AMADEUS IT HOLDING, S.A.",29/04/2010,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-84236934
"LOREDAN , FRANCESCO",CONSEJERO,"AMADEUS IT HOLDING, S.A.",29/04/2010,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-84236934
"MCALPINE , STUART ANDERSON",CONSEJERO,"AMADEUS IT HOLDING, S.A.",29/04/2010,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-84236934
"TAZON GARCIA, JOSE ANTONIO",PRESIDENTE,"AMADEUS IT HOLDING, S.A.",29/04/2010,0.067,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-84236934
"WEBSTER , DAVID GORDON COMYN",CONSEJERO,"AMADEUS IT HOLDING, S.A.",06/05/2010,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-84236934
"DIAZ MARTINEZ, MANUEL",CONSEJERO,"VERTICE TRESCIENTOS SESENTA GRADOS, S.A.",27/02/2012,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-84856947
"EBN BANCO DE NEGOCIOS, S.A.",CONSEJERO,"VERTICE TRESCIENTOS SESENTA GRADOS, S.A.",22/05/2009,5.998,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-84856947
"FERNANDEZ SASTRON, JOSE MIGUEL",CONSEJERO,"VERTICE TRESCIENTOS SESENTA GRADOS, S.A.",01/02/2012,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-84856947
"GARCIA-DURAN DE BAYO, MANUEL",PRESIDENTE-CONSEJERO DELEGADO,"VERTICE TRESCIENTOS SESENTA GRADOS, S.A.",01/02/2012,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-84856947
"GAYO DEL POZO, LUIS",CONSEJERO,"VERTICE TRESCIENTOS SESENTA GRADOS, S.A.",26/10/2012,n/d,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-84856947
"GRUPO EZENTIS, S.A.",CONSEJERO,"VERTICE TRESCIENTOS SESENTA GRADOS, S.A.",30/03/2011,27.803,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-84856947
"HERRERO DE EGAÑA Y LOPEZ DEL HIERRO, JOSE",VICEPRESIDENTE,"VERTICE TRESCIENTOS SESENTA GRADOS, S.A.",26/06/2012,1.524,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-84856947
"PEINADO GRACIA, JUAN IGNACIO",CONSEJERO,"VERTICE TRESCIENTOS SESENTA GRADOS, S.A.",29/11/2012,n/d,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-84856947
"PEREGRINA BARRANQUERO, JESUS",CONSEJERO,"VERTICE TRESCIENTOS SESENTA GRADOS, S.A.",27/04/2012,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-84856947
"SANCHEZ GARCIA-TIZON, ROSA",CONSEJERO,"VERTICE TRESCIENTOS SESENTA GRADOS, S.A.",28/02/2013,n/d,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-84856947
"BMS PROMOCION Y DESARROLLO, S.L.",CONSEJERO,"NATRACEUTICAL, S.A.",10/09/2002,0.918,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-96184882
"EGAÑA AZURMENDI, JUAN IGNACIO",CONSEJERO,"NATRACEUTICAL, S.A.",13/12/2012,0.155,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-96184882
"GAYDIER , FRANCOIS",CONSEJERO DELEGADO,"NATRACEUTICAL, S.A.",20/06/2008,n/d,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-96184882
"IBERSUIZAS ALFA, S.L.",CONSEJERO,"NATRACEUTICAL, S.A.",28/02/2012,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-96184882
"LOZANO JIMENEZ, MARIA TERESA",CONSEJERO,"NATRACEUTICAL, S.A.",17/02/2011,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-96184882
"MACCABE , BRENDA",CONSEJERO,"NATRACEUTICAL, S.A.",30/05/2013,n/d,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-96184882
"NATRA, S.A.",CONSEJERO,"NATRACEUTICAL, S.A.",28/06/2004,50.596,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-96184882
"REVUELTA FERNANDEZ, FELIX",CONSEJERO,"NATRACEUTICAL, S.A.",28/02/2008,7.688,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-96184882
"CASTELLANOS BORREGO, JAIME",CONSEJERO,"ACCIONA, S.A.",04/06/2009,0.071,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A08001851
"CRESPO BOFIL, CONSUELO",CONSEJERO,"ACCIONA, S.A.",19/06/2008,n/d,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A08001851
"DAURELLA COMADRAN, SOLEDAD",CONSEJERO,"ACCIONA, S.A.",09/06/2011,0.025,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A08001851
"ENTRECANALES DOMECQ, DANIEL",CONSEJERO,"ACCIONA, S.A.",04/06/2009,0.077,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A08001851
"ENTRECANALES DOMECQ, JOSE MANUEL",PRESIDENTE,"ACCIONA, S.A.",26/04/2004,0.114,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A08001851
"ENTRECANALES FRANCO, JAVIER",CONSEJERO,"ACCIONA, S.A.",22/09/2011,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A08001851
"ENTRECANALES FRANCO, JUAN IGNACIO",VICEPRESIDENTE,"ACCIONA, S.A.",26/04/2004,0.030,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A08001851
"ESPINOSA DE LOS MONTEROS BERNALDO DE QUIROS, CARLOS",CONSEJERO,"ACCIONA, S.A.",29/06/1994,0.005,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A08001851
"GARAY IBARGARAY, JUAN CARLOS",CONSEJERO,"ACCIONA, S.A.",06/06/2013,n/d,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A08001851
"GONZALEZ DURATEZ, MIRIAM",CONSEJERO,"ACCIONA, S.A.",10/06/2010,n/d,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A08001851
"MONTOYA MOYA, VALENTIN",CONSEJERO,"ACCIONA, S.A.",19/05/2001,0.004,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A08001851
"RODES VILA, FERNANDO",CONSEJERO,"ACCIONA, S.A.",04/06/2009,0.016,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A08001851
"VILLALONGA MORENES, BELEN",CONSEJERO,"ACCIONA, S.A.",10/05/2006,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A08001851
"BAEZA GOMEZ, IGNACIO",VICEPRESIDENTE 4º,"MAPFRE, S.A.",09/05/2012,0.005,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A08055741
"BECA BORREGO, RAFAEL",CONSEJERO,"MAPFRE, S.A.",29/12/2006,0.015,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A08055741
"CASADEMONT RUHI, ADRIANA",CONSEJERO,"MAPFRE, S.A.",09/03/2013,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A08055741
"CASAS GUTIERREZ, RAFAEL",CONSEJERO,"MAPFRE, S.A.",09/03/2013,0.003,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A08055741
"FONTOIRA SURIS, RAFAEL",CONSEJERO,"MAPFRE, S.A.",29/12/2006,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A08055741
"GOIRIGOLZARRI TELLAECHE, JOSE IGNACIO",CONSEJERO,"MAPFRE, S.A.",26/07/2012,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A08055741
"HERNANDO DE LARRAMENDI MARTINEZ, LUIS",CONSEJERO,"MAPFRE, S.A.",17/04/1999,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A08055741
"HUERTAS MEJIAS, ANTONIO",PRESIDENTE,"MAPFRE, S.A.",10/03/2012,0.008,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A08055741
"ITURBE SANZ DE MADRID, LUIS",CONSEJERO,"MAPFRE, S.A.",26/03/2004,0.001,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A08055741
"JIMENEZ HERRADON, ANDRES",CONSEJERO,"MAPFRE, S.A.",29/12/2006,0.001,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A08055741
"LAGARES GOMEZ-ABASCAL, MANUEL",CONSEJERO,"MAPFRE, S.A.",26/07/2012,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A08055741
"MANZANO MARTOS, ALBERTO",CONSEJERO,"MAPFRE, S.A.",08/03/2011,0.003,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A08055741
"MARQUEZ OSORIO, RAFAEL",CONSEJERO,"MAPFRE, S.A.",29/12/2006,0.002,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A08055741
"MARTIN TABERNERO, FRANCISCA",CONSEJERO,"MAPFRE, S.A.",29/12/2006,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A08055741
"MIGUEL-ROMERO OLANO, ANTONIO",CONSEJERO,"MAPFRE, S.A.",17/04/1999,0.001,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A08055741
"MIRA CANDEL, FILOMENO",CONSEJERO,"MAPFRE, S.A.",17/04/1999,0.006,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A08055741
"NUÑEZ TOVAR, ANTONIO",VICEPRESIDENTE 3º,"MAPFRE, S.A.",09/05/2012,0.010,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A08055741
"PEDRAYES LARRAURI, ESTEBAN",CONSEJERO,"MAPFRE, S.A.",09/05/2012,0.003,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A08055741
"REBUELTA BADIAS, ALFONSO",CONSEJERO,"MAPFRE, S.A.",17/04/1999,0.002,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A08055741
"SALVA BENNASAR, MATIAS",CONSEJERO,"MAPFRE, S.A.",29/12/2006,0.027,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A08055741
"TEJERA MONTALVO, ESTEBAN",VICEPRESIDENTE 1º,"MAPFRE, S.A.",09/05/2012,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A08055741
"VALLEJO VALLEJO, FRANCISCO",VICEPRESIDENTE 2º,"MAPFRE, S.A.",08/05/2013,0.004,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A08055741
"BADIA ALMIRALL, LUIS",CONSEJERO,"INDO INTERNACIONAL, S.A.",16/06/2008,0.067,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A08266934
"COBAIN MERCADO, S.L.",PRESIDENTE,"INDO INTERNACIONAL, S.A.",01/12/2011,14.489,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A08266934
"COHERMA MERCADO, S.L.",CONSEJERO,"INDO INTERNACIONAL, S.A.",16/06/2008,10.412,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A08266934
"DOMASA INVERSIONES, S.L.",CONSEJERO,"INDO INTERNACIONAL, S.A.",01/10/2007,9.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A08266934
"MAS SUMALLA, RAMON",CONSEJERO,"INDO INTERNACIONAL, S.A.",16/06/2008,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A08266934
"SABRIA PITARCH, JUAN",CONSEJERO DELEGADO,"INDO INTERNACIONAL, S.A.",01/12/2011,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A08266934
"CAHISPA, S.A. DE SEGUROS DE VIDA",CONSEJERO,"MOBILIARIA MONESA, S.A.",14/06/2011,18.038,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A08348740
"CELLA RAYMOND, JUAN ERNESTO",CONSEJERO,"MOBILIARIA MONESA, S.A.",30/06/2009,1.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A08348740
"FERRAN CALDERO, CARLOS",CONSEJERO,"MOBILIARIA MONESA, S.A.",30/06/2009,0.500,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A08348740
"GUINART ROYO, ALBERT",CONSEJERO,"MOBILIARIA MONESA, S.A.",02/07/2009,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A08348740
"HUGUET GALI, ORIOL",VICEPRESIDENTE,"MOBILIARIA MONESA, S.A.",15/12/2011,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A08348740
"INVERSIONES GUINART 2001, S.L.",PRESIDENTE,"MOBILIARIA MONESA, S.A.",15/12/2011,16.684,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A08348740
"RADE 2000, S.L.",CONSEJERO,"MOBILIARIA MONESA, S.A.",18/02/2008,22.989,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A08348740
"ROSE RED, S.L.",CONSEJERO,"MOBILIARIA MONESA, S.A.",30/06/2008,6.116,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A08348740
"VIOLA TARRAGONA, ENRIQUE",CONSEJERO,"MOBILIARIA MONESA, S.A.",30/06/2008,0.412,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A08348740
"CORSINI FREESE, MIGUEL",CONSEJERO,"TESTA INMUEBLES EN RENTA, S.A.",29/06/2004,n/d,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A08356727
"CROISSIER BATISTA, LUIS CARLOS",CONSEJERO,"TESTA INMUEBLES EN RENTA, S.A.",26/07/2005,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A08356727
"LOUREDA LOPEZ, DANIEL",CONSEJERO DELEGADO,"TESTA INMUEBLES EN RENTA, S.A.",29/01/2008,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A08356727
"LOUREDA MANTIÑAN, JOSE MANUEL",CONSEJERO,"TESTA INMUEBLES EN RENTA, S.A.",30/06/2003,n/d,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A08356727
"MANRIQUE CECILIA, MANUEL",CONSEJERO,"TESTA INMUEBLES EN RENTA, S.A.",30/11/2004,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A08356727
"RODRIGUEZ-AVIAL LLARDENT, FERNANDO",PRESIDENTE-CONSEJERO DELEGADO,"TESTA INMUEBLES EN RENTA, S.A.",29/06/2010,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A08356727
"RODRIGUEZ-PONGA SALAMANCA, ESTANISLAO",CONSEJERO,"TESTA INMUEBLES EN RENTA, S.A.",29/06/2004,n/d,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A08356727
"ANTUÑA RODRIGUEZ, AURELIO",PRESIDENTE,"BIOSEARCH, S.A.",19/04/2012,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A18550111
"BOUTRY , ERICK",CONSEJERO,"BIOSEARCH, S.A.",14/01/2011,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A18550111
"CEREZUELA RODRIGUEZ, JOSE",CONSEJERO,"BIOSEARCH, S.A.",05/06/2012,0.001,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A18550111
"DE LEON MOLINARI, JOSE MARIA",CONSEJERO,"BIOSEARCH, S.A.",23/03/2004,0.007,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A18550111
